screen_name,text,source,retweet_count,hashtags,mentions_screen_name,searchTerm,disease,Preprocesstext,Sentiment
AuclairDan,Celgene hunts deals to offset upcoming loss of Revlimid patent protection https://t.co/32WuyF5Swl,Twitter for iPhone,0,,,revlimid,Cancer,celgene hunts deals to offset upcoming loss of revlimid patent protection,neutral
CDRLifeSciences,@Celgene hunts deals to offset loss of Revlimid patent protection - via @FT https://t.co/ajoFUyntqs,TweetDeck,0,,Celgene FT,revlimid,Cancer,hunts deals to offset loss of revlimid patent protection via,neutral
FierceBiotech,"According to people â€œbriefed on its plansâ€?, and talking to FT journos, Celgene is â€œhunting for acquisition targets with promising drugs to offset the loss of patent protection on its top medicine [namely, Revlimid].â€? https://t.co/AKmLbLu2E0 $CELG $AGIO $JNCE",Hootsuite,2,,,revlimid,Cancer,according to people briefed on its plans and talking to ft journos celgene is hunting for acquisition targets with promising drugs to offset the loss of patent protection on its top medicine namely revlimid celg agio jnce,neutral
turacoz,#Celgene # Hunts deals # To Offset # Loss Of # Revlimid # Patent Protection # Agios# Jounce,Hootsuite,0,Celgene,,revlimid,Cancer,celgene hunts deals to offset loss of revlimid patent protection agios jounce,neutral
DrugPatentWatch,RT @PrudentBiotech: AGIO will provide a promising and more developed drug portfolio. Celgene needs to do something fast. Revlimid is approaâ€¦,DrugPatentWatch Updates,1,,PrudentBiotech,revlimid,Cancer,agio will provide promising and more developed drug portfolio celgene needs to do something fast revlimid is approa,positive
PrudentBiotech,AGIO will provide a promising and more developed drug portfolio. Celgene needs to do something fast. Revlimid is approaching a true patent cliff falloff. https://t.co/5Di0xM9XZT,Twitter Web Client,1,,,revlimid,Cancer,agio will provide promising and more developed drug portfolio celgene needs to do something fast revlimid is approaching true patent cliff falloff,neutral
fr_hossain,"Celgene hunts deals to offset loss of Revlimid patent protection

Cancer treatment behind 63% of revenue could face competition from copycats in 2020

https://t.co/SoasB5De8O via @FT #drugprices #innovation #patients #doctors #healthcare #hospital #Pharmaceuticals #news #breaking https://t.co/kZ9V7ThsIT",Twitter for iPhone,2,drugprices innovation patients doctors healthcare hospital Pharmaceuticals news breaking,FT,revlimid,Cancer,celgene hunts deals to offset loss of revlimid patent protection cancer treatment behind of revenue could face competition from copycats in via drugprices innovation patients doctors healthcare hospital pharmaceuticals news breaking,negative
Stocks_Biotech,[$$] Celgene hunts deals to offset loss of Revlimid patent protection.. https://t.co/kfq9qy5tv2 https://t.co/3Ux1AfyvcO #Biotech #stocks,BiotechTweets,0,Biotech stocks,,revlimid,Cancer,celgene hunts deals to offset loss of revlimid patent protection biotech stocks,neutral
IPWorld77,Celgene hunts deals to offset loss of Revlimid patent protection - Financial Times (51 visits) https://t.co/vSJHyEh9Sv https://t.co/6pcsRXyKEC,dlvr.it,0,,,revlimid,Cancer,celgene hunts deals to offset loss of revlimid patent protection financial times visits,neutral
PatentCafe,Celgene hunts deals to offset loss of Revlimid patent protection - Financial Times https://t.co/1yxyWzvslh https://t.co/JmJn2RFtm7,dlvr.it,0,,,revlimid,Cancer,celgene hunts deals to offset loss of revlimid patent protection financial times,neutral
patent,Patent News: Celgene hunts deals to offset loss of Revlimid patent protection https://t.co/eMqK1rZUVR #patents,IFTTT,0,patents,,revlimid,Cancer,patent news celgene hunts deals to offset loss of revlimid patent protection patents,neutral
bydavidcrow,"Celgene hunting for deals to offset loss of Revlimid patents, weighing offers for Agios and Jounce, per advisers (with @JFK_America) $CELG $AGIO $JNCE https://t.co/qB40XBzrBO",Twitter Web Client,31,,JFK_America,revlimid,Cancer,celgene hunting for deals to offset loss of revlimid patents weighing offers for agios and jounce per advisers with celg agio jnce,neutral
QioskTech,Revlimid   API Insight2018 Report Updated 14022018 Prices from USD $500 https://t.co/6sjRGEFE4E,Tech News by Qiosk,0,,,revlimid,Cancer,revlimid api insight report updated prices from usd,neutral
binneystreetbio,"@JohnTuckerPhD @sciencescanner Yup, it would be a policy designed to target biologics (and Revlimid). It would certainly disincentivize complex issues of expanding indications--what Novartis appears to be doing with Ilaris, for example.",Twitter Web Client,0,,JohnTuckerPhD sciencescanner,revlimid,Cancer,yup it would be policy designed to target biologics and revlimid it would certainly disincentivize complex issues of expanding indications what novartis appears to be doing with ilaris for example,negative
LTbioinvestor,"@Sanctuary_Bio @Lblegend33 a couple of years of success and these guys have forgotton to be open-minded and humble, while the reality is they got lucky with one drug (ie GILD from VRUS or CELG with REVLIMID ...) and failed most things they did otherwise",Twitter Web Client,0,,Sanctuary_Bio Lblegend33,revlimid,Cancer,couple of years of success and these guys have forgotton to be open minded and humble while the reality is they got lucky with one drug ie gild from vrus or celg with revlimid and failed most things they did otherwise,positive
aretuseo77,"@jayvoimia @dellakwal Even if true stock still cheap, still $45B of Revlimid cash flow.",Twitter for iPad,0,,jayvoimia dellakwal,revlimid,Cancer,even if true stock still cheap still of revlimid cash flow,positive
aretuseo77,@jayvoimia @dellakwal Based on what. Amorphous Revlimid ahahhahahah,Twitter for iPad,0,,jayvoimia dellakwal,revlimid,Cancer,based on what amorphous revlimid ahahhahahah,neutral
jayvoimia,@aretuseo77 @dellakwal Celg is one of my biggest positions but DR Reditt will have a generic Revlimid in 2022,Twitter for Windows,0,,aretuseo77 dellakwal,revlimid,Cancer,celg is one of my biggest positions but dr reditt will have generic revlimid in,neutral
jayvoimia,@aretuseo77 @dellakwal as the assumption is there won't be any E by 2022 when Revlimid goes generic,Twitter for Windows,0,,aretuseo77 dellakwal,revlimid,Cancer,as the assumption is there won be any by when revlimid goes generic,neutral
jared_tyndall,"@luckymeBio21 @IndyOne no revlimid, aka second highest in sales drug in the entire world. Over 8 billion a year playa",StockTwits Web,0,,indyone,revlimid,Cancer,no revlimid aka second highest in sales drug in the entire world over billion year playa,neutral
oncologytube,"Additional Combinations with Selinexor - Pomalidomide, Revlimid, Daratumumab  https://t.co/Cxq0UD0NZr https://t.co/uVVy8i3umG",OncologyTube Tweets,0,,,revlimid,Cancer,additional combinations with selinexor pomalidomide revlimid daratumumab,neutral
StevenReznik,"RT @Biotech2050: @tgtxdough Add to #Revlimid inflows:
1. Abraxane 
2. Pomalyst
3. Otezla 
4. Idhifa 
Then there are over 100 $CELG sponsoreâ€¦",Twitter for iPad,3,Revlimid,Biotech2050 tgtxdough,revlimid,Cancer,add to revlimid inflows abraxane pomalyst otezla idhifa then there are over celg sponsore,neutral
TheTruthStudio,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/v6WVMkyNcs https://t.co/o5wCMNNm1v",Buffer,0,,,Rituxan,Cancer,celltrion receives crls for rituxan herceptin biosimilars,neutral
rheum_bot,If you are on #Humira #Enbrel #Xeljanz #Rituxan talk to your #rheumatologist about #Shingrix #vaccine,Twitter for iPhone,0,Humira Enbrel Xeljanz Rituxan rheumatologist Shingrix vaccine,,Rituxan,Cancer,if you are on humira enbrel xeljanz rituxan talk to your rheumatologist about shingrix vaccine,neutral
Jc2KWTk4LLbgYK1,#knee replacment surgery https://t.co/7ReDdm2wzx effects of corticosteroids on the body,Jc2KWTk4LLbgYK1146,0,knee,,Rituxan,Cancer,knee replacment surgery effects of corticosteroids on the body,neutral
LS_Medical,"Missed Them? US #FDA drug approvals, updates and changes as of Thursday, April 5: #Acitretin [ANDA #202897], #Besivance [NDA #022308], #Rituxan [BLA #103705]  and many others: https://t.co/U3jSFD8XrY",Hootsuite,0,FDA Acitretin Besivance Rituxan,,Rituxan,Cancer,missed them us fda drug approvals updates and changes as of thursday april acitretin anda besivance nda rituxan bla and many others,neutral
talalaaaaaa,"Numerous breakthrough cancer drugs, including Herceptin, Erbitux, Rituxan and Avastin, are based on technology pioneered by City of Hope and are saving lives worldwide. #missomegazetachi2018 #deltaqueen2018 https://t.co/FgTd5eoM1d",Twitter for iPhone,0,missomegazetachi2018 deltaqueen2018,,Rituxan,Cancer,numerous breakthrough cancer drugs including herceptin erbitux rituxan and avastin are based on technology pioneered by city of hope and are saving lives worldwide missomegazetachi deltaqueen,neutral
Catheri79513784,"@TerezHumphrey Yes Actemra was great but stopped working - Enbrel, Humira,Orencia nothing - Xeljanz worked but horrible side effects. Rituxan had infusion reaction (throat closing).",Twitter for Android,0,,TerezHumphrey,Rituxan,Cancer,yes actemra was great but stopped working enbrel humira orencia nothing xeljanz worked but horrible side effects rituxan had infusion reaction throat closing,negative
Peppered_Pro,"A little past the 3-year mark for my last Rituxan infusion &amp; just found out some patients go as many as 4 years! Hooray for progress &amp; less-frequent, obscenely-priced drugs. 

Now, if they'd start with insulin's bullshit markup, since it's A DAILY NECESSITY!",Twitter Web Client,0,,,Rituxan,Cancer,little past the year mark for my last rituxan infusion amp just found out some patients go as many as years hooray for progress amp less frequent obscenely priced drugs now if they start with insulin bullshit markup since it daily necessity,positive
LightTheNightMN,RT @DrGwenNichols: Great news for our patients.  We are witnessing clinical research advances for #CLL at a staggering pace. @sciencemagaziâ€¦,Twitter for iPad,2,CLL,DrGwenNichols,Rituxan,Cancer,great news for our patients we are witnessing clinical research advances for cll at staggering pace,positive
LS_Medical,"Missed Them? US Food and Drug Administration #drug approvals, changes and updates as of Wednesday, April  4: #Amlodipine Besylate [ANDA #077974], #Flagyl ER [NDA #020868], #Rituxan [BLA #103705] and others: https://t.co/5Xp8QQLeeh",Hootsuite,0,drug Amlodipine Flagyl Rituxan,,Rituxan,Cancer,missed them us food and drug administration drug approvals changes and updates as of wednesday april amlodipine besylate anda flagyl er nda rituxan bla and others,neutral
MissSupine,"Interested/worried about the option of Rituxan. Thoughts/input?
#POTS #Dysautonomia",Twitter Lite,0,POTS Dysautonomia,,Rituxan,Cancer,interested worried about the option of rituxan thoughts input pots dysautonomia,neutral
momluvs4kidz,"Currently 2 hours into my rituxan infusion treatment, Iâ€™m so impressed they were able toâ€¦ https://t.co/n83L3utMeG",Instagram,0,,,Rituxan,Cancer,currently hours into my rituxan infusion treatment so impressed they were able to,positive
LisaEmrich,"Oops. I'm on Rituxan infusion #32. I normally bring the exact same thing for lunch and snacks during these long infusion days. Today, I varied. I brought a huge salad. But I forgot to bring a fork. #notquitefingerfood #rituxan #daysatinfusoioncenter #rookiemistake",Twitter Web Client,0,notquitefingerfood rituxan daysatinfusoioncenter rookiemistake,,Rituxan,Cancer,oops on rituxan infusion normally bring the exact same thing for lunch and snacks during these long infusion days today varied brought huge salad but forgot to bring fork notquitefingerfood rituxan daysatinfusoioncenter rookiemistake,neutral
EvtifeevaOlga,RT @gIkJpxgcCrpJaNk: #people with gout https://t.co/KhBwoJs3ib how long does rituxan take to work,EvtifeevaOlga163,1,people,gIkJpxgcCrpJaNk,Rituxan,Cancer,people with gout how long does rituxan take to work,neutral
Dr_RaLupusCFS,The week is flying by! Need a body that works! <f0><U+009F><U+0098><U+00AD> #Rituxan #RA #SLE #Lupus #CFS #Fibro #ChronicallyIll,Facebook,0,Rituxan RA SLE Lupus CFS Fibro ChronicallyIll,,Rituxan,Cancer,the week is flying by need body that works ad rituxan ra sle lupus cfs fibro chronicallyill,neutral
MsTyKne,"Okay the Benadryl is kicking, Iâ€™m starting to feel high door 2 of #rituxan  #treatingmydisease #PraisingGod #givingthanks #lovingmylifedespitethe obstacle  sometimes you have to sit back and be still https://t.co/gbSxg3UvQk",Twitter for iPhone,0,rituxan treatingmydisease PraisingGod givingthanks lovingmylifedespitethe,,Rituxan,Cancer,okay the benadryl is kicking starting to feel high door of rituxan treatingmydisease praisinggod givingthanks lovingmylifedespitethe obstacle sometimes you have to sit back and be still,negative
